,title,text
2182,the secret of blood island,the secret of blood island  based  true  story  british  secret  agent  shot  malaya  near  allied  pow  forced  labour  camp  hidden  disguised  youthful  prisoner  escape  effected  costs  keeping  identity  fall  japanese  embark  policy  ruthless  terror  extract  focus  shifts  conflicts  group  collective  concerns  necessities  personal  survival
2183,life itself,life itself documentary life  recounts  surprising  entertaining  renowned  film  critic  social  commentator  roger  ebert  details  early  days  freewheeling  bachelor  pulitzer  prize  winner  famously  contentious  partnership  gene  siskel  altering  marriage  brave  transcendent  battle  cancer
2184,dead again,dead again thriller 1949  composer  roman  strauss  executed  vicious  murder  wife  margaret  pair  scissors  1990s  los  angeles  mute  amnesiac  woman  shows  orphanage  private  eye  mike  church  called  investigate  hypnosis  seem  strange  link  back
2185,sharktopus vs. whalewolf,sharktopus vs. whalewolf action  science fiction  adventure mad  scientist  mixes  genes  killer  whale  wolf  creates  whalewolf  sharktopus  stop
2186,happy bhag jayegi,happy bhag jayegi comedy  romance fleeing  arranged  marriage  feisty  indian  woman  finds  stranded  pakistan  ex  governor  son  helps  reunite  boyfriend
2187,kicking and screaming,kicking and screaming comedy  drama  romance college  graduation  grover  girlfriend  jane  tells  moving  prague  study  writing  declines  accompany  deciding  instead  move  several  friends  quite  work  inertia  escape  university  pull  nobody  wants  make  big  decisions  would  radically  alter  life  yet  none  end  like  chet  professional  student  tends  bar  tenth  year  studies
2188,is it college yet?,is it college yet? animation  comedy vile  things  must  come  end  daria  morgendorffer  means  time  look  beyond  high  school  college  little  girl  grown  fast  higher  learning  lowered  expectations  heavy  dose  sarcasm  special  movie  presentation  follow  visits  campus  councils  friend  jane  sets  straight  boyfriend  tom
2189,berkeley square,berkeley square romance  fantasy young  american  man  transported  back  london  time  revolution  meets  ancestors
2190,losing chase,losing chase drama  romance intimate  turbulent  relationship  develops  chase  woman  recovering  nervous  breakdown  elizabeth  caretaker  employed  look
2191,jiminy glick in lalawood,"jiminy glick in lalawood comedy la  wood  follows  legacy  jiminy  glick  first  introduced  martin  short  show   ""  went  get  non  )-  critical  acclaim  talk  primetime  mr  interviewed  countless  celebrities  usually  ended  verbally  --  sometimes  physically  insulting  assaulting  ).  comes  ""--  home  story  sort"
2192,bringing ashley home,bringing ashley home drama wild  younger  sister  ashley  suffers  bipolar  disorder  drug  addiction  goes  missing  libba  phillips  pours  time  energy  finding  bringing  home  years  go  refuses  give  hope  expense  marriage  career  finds  calling  life  creating  much  needed  resource  center  families  whose  loved  ones  fallen  cracks
2193,9500 liberty,"9500 liberty documentary prince  william  experienced  major  building  boom  1990s  shortage  labor  created  demand  workers  led  increase  latino  population  newcomers  legal  immigrants  blogger  named  greg  letiecq  began  write  unhappiness  hearing  spanish  spoken  public  places  finding  audience  fomented  rising  crime  rates  taxes  pay  services  overcrowded  dwellings  music  played  loud  fast  driving  included  reports  local  police  blotter  even  claimed  armed  members  mexican  revolutionary  group  zapatistas  moving  county  .""  roger  ebert"
2194,liebelei,liebelei drama  romance vienna  beginning  twentieth  century  cavalry  lieutenant  fritz  lobheimer  end  affair  baroness  eggerdorff  meets  young  christine  daughter  opera  violinist  baron  however  soon  hears  past  misfortune  ...
2195,the wolf of wall street,the wolf of wall street crime  drama  comedy new  york  stockbroker  refuses  cooperate  large  securities  fraud  case  involving  corruption  wall  street  corporate  banking  world  mob  infiltration  based  jordan  belfort  autobiography
2196,thomasine & bushrod,"thomasine & bushrod western  crime  action  drama rare  blaxploitation  classic  starring  vonette  mcgee  amp  max  julien  thomasine  bushrod  intended  counterpart  bonnie  clyde  pair  thieves  operate  american  south  1911  1915  pattern  robin  hood  hold  white  establishment  modern  day  "")""  sheriff  nottingham  clincher  --  steal  rich  capitalists  give  mexicans  native  americans  poor  whites"
2197,only the strong,only the strong action former  green  beret  louis  stevens  returns  hometown  miami  completing  military  service  brazil  learn  old  high  school  become  gangs  drug  dealers  uses  capoeira  skills  kick  several  property  kerrigan  one  teachers  sees  impact  students  gives  task  teaching  handful  worst  risk
2198,monkey business,monkey business comedy  romance barnaby  fulton  research  chemist  working  fountain  youth  pill  chemical  company  one  labs  chimps  esther  gets  loose  laboratory  watched  dr  something  similar  mixes  beaker  chemicals  pours  mix  water  cooler  later  trying  samples  sample  washed  begins  act  like  20  year  old  believes  potion  soon  wife  boss  also  behaving  children
2199,david holzman's diary,david holzman's diary comedy fake  documentary  appears  quite  real  surface  young  man  making  movie  everyday  life  discovering  something  important  reality  film
2200,rage of angels,rage of angels action  drama  adventure  romance based  sidney  sheldon  novel  young  assistant  district  attorney  parker  used  ruthless  morell  get  client  fired  almost  disbarred  fights  back  become  top  torn  two  lovers  married  lawyer  political  aspirations  warner  ).
2201,homme less,homme less documentary homme  less  underbelly  american  dream  hidden  backyard  society
2202,planes: fire & rescue,planes: fire & rescue animation  comedy  adventure  family world  famous  air  racer  dusty  learns  engine  damaged  may  never  race  must  shift  gears  launched  aerial  firefighting  joins  forces  veteran  fire  rescue  helicopter  blade  ranger  team  bunch  terrain  vehicles  known  smokejumpers  together  fearless  battles  massive  wildfire  takes  become  true  hero
2203,veggietales: king george and the ducky,veggietales: king george and the ducky  king  george  unlike  kings  spends  time  bathtub  playing  favorite  toy  rubber  ducky  satisfied  wants  duckies  learns  lesson  humility  brave  soldier  thomas  whose  stolen  eventually  faces  sin  always  important  share  others
2204,goya in bordeaux,goya in bordeaux drama  war francisco  goya  1746  1828  )   deaf  ill  lives  last  years  life  voluntary  exile  bordeaux  liberal  protesting  oppressive  rule  ferdinand  vii  living  much  younger  wife  leocadia  daughter  rosario  continues  paint  night  flashbacks  stirred  conversations  awful  headaches  befuddlement  age  relives  key  times
2205,american gothic,american gothic horror six  friends  fly  weekend  getaway  suddenly  plagued  engine  trouble  forced  land  remote  island  looking  shelter  grateful  encounter  pa  children  eccentric  family  living  backwoods  begins  simple  hospitality  turns  terrifying  race  survival  start  disappearing  one  ...  turning  dead
2206,warriors of the rainbow: seediq bale - part 1: the sun flag,warriors of the rainbow: seediq bale - part 1: the sun flag drama  action  history mouna  rudo  born  raised  among  seediq  people  indigenous  tribe  taiwan  grew  man  became  member  bale  courageous  band  native  warriors  however  way  life  threatened  yoke  occupying  forces  japan  took  nation  1895  sees  traditions  honor  stripped  away  realizes  time  come  fight  back  1930  brings  together  group  former  soldiers  many  reduced  infighting  molds  revolutionary  army  comrades  make  stand  confront  japanese  occupation  troops  youth  athletic  event  leading  violent  confrontation  oppressors  rainbow  part  1  sun  flag  one  two  four  hour  taiwanese  edition  film
2207,the good witch,"the good witch family  fantasy  drama mysterious  woman  comes  town  inhabits  local  haunted  mansion  making  everyone  wonder  witch  grey  lady  ""."
2208,charlie chan at the opera,charlie chan at the opera crime  drama  mystery  thriller dangerous  amnesiac  escapes  asylum  hides  opera  house  suspected  getting  revenge  tried  murder  13  years  ago
2209,the hearse,the hearse horror  mystery  drama jane  hardy  moves  house  left  deceased  aunt  moving  haunted  hearse  following  around
2210,the little ghost,the little ghost family  fantasy little  ghost  lives  castle  looking  small  town  awakens  precisely  one  hour  clock  strikes  midnight  follow  adventure  see  first  sunrise  ever
2211,the extra man,the extra man comedy extra  man  sophisticated  moving  comedy  filmmakers  shari  springer  berman  robert  pulcini  follows  louis  ives  paul  dano  )   lonely  dreamer  fancies  hero  f  scott  fitzgerald  novel  deeply  embarrassing  incident  forces  leave  job  exclusive  princeton  prep  school  heads  new  york  city  make  fresh  start  quickly  finds  9  5  environmental  magazine  encounters  entrancing  green  obsessed  co  worker  mary  katie  holmes  ).
2212,frankie starlight,frankie starlight drama  romance  war quirky  story  young  boy  adventures  growing  stunningly  beautiful  mother  two  different  men  love
2213,babysitters beware,babysitters beware drama  comedy  family seven  year  old  danny  parker  good  kid  loves  parents  go  business  dinners  time  leaving  stuck  sitter  bad  favorite  babysitter  janelle  also  gets  sitters  like  ms  greene  let  fun  wants  spend  mom  dad
